phase	detail	resources	seconds	rate_per_s
load	MimicObservationLabevents.ndjson	500	0.94	531
load	MimicObservationLabevents.ndjson	500	1.01	497
load	MimicObservationLabevents.ndjson	500	1.02	490
load	MimicObservationLabevents.ndjson	500	0.98	511
load	MimicObservationLabevents.ndjson	500	1.03	483
load	MimicObservationLabevents.ndjson	500	1.01	493
load	MimicObservationLabevents.ndjson	500	0.97	515
load	MimicObservationLabevents.ndjson	500	0.96	520
load	MimicObservationLabevents.ndjson	500	0.82	609
load	MimicObservationLabevents.ndjson	500	0.64	776
load	MimicObservationLabevents.ndjson	500	0.67	749
load	MimicObservationLabevents.ndjson	500	0.71	703
load	MimicObservationLabevents.ndjson	500	0.67	749
load	MimicObservationLabevents.ndjson	500	0.72	696
load	MimicObservationLabevents.ndjson	500	0.69	728
load	MimicObservationLabevents.ndjson	500	0.63	796
load	MimicObservationLabevents.ndjson	500	0.69	724
load	MimicObservationLabevents.ndjson	500	0.63	795
load	MimicObservationLabevents.ndjson	500	0.68	735
load	MimicObservationLabevents.ndjson	500	0.63	796
load	MimicObservationLabevents.ndjson	227	0.33	688
file	MimicObservationLabevents.ndjson	107727	195.67	551
load	MimicObservationChartevents.ndjson	500	0.54	923
load	MimicObservationChartevents.ndjson	500	0.60	836
load	MimicObservationChartevents.ndjson	500	0.56	899
load	MimicObservationChartevents.ndjson	500	0.54	924
load	MimicObservationChartevents.ndjson	500	0.56	885
load	MimicObservationChartevents.ndjson	500	0.64	780
load	MimicObservationChartevents.ndjson	500	0.58	868
load	MimicObservationChartevents.ndjson	500	0.55	909
load	MimicObservationChartevents.ndjson	500	0.68	735
load	MimicObservationChartevents.ndjson	500	0.56	896
load	MimicObservationChartevents.ndjson	500	0.54	921
load	MimicObservationChartevents.ndjson	500	0.55	904
load	MimicObservationChartevents.ndjson	500	0.55	904
load	MimicObservationChartevents.ndjson	500	0.57	880
load	MimicObservationChartevents.ndjson	500	0.60	826
load	MimicObservationChartevents.ndjson	500	0.55	917
load	MimicObservationChartevents.ndjson	500	0.57	877
load	MimicObservationChartevents.ndjson	500	0.62	812
load	MimicObservationChartevents.ndjson	500	0.54	923
load	MimicObservationChartevents.ndjson	500	0.54	923
load	MimicObservationChartevents.ndjson	500	0.55	911
load	MimicObservationChartevents.ndjson	500	0.60	839
load	MimicObservationChartevents.ndjson	500	0.55	903
load	MimicObservationChartevents.ndjson	500	0.57	883
load	MimicObservationChartevents.ndjson	500	0.84	593
load	MimicObservationChartevents.ndjson	500	0.81	618
load	MimicObservationChartevents.ndjson	500	0.89	562
load	MimicObservationChartevents.ndjson	500	0.82	606
load	MimicObservationChartevents.ndjson	500	0.87	577
load	MimicObservationChartevents.ndjson	500	0.85	588
load	MimicObservationChartevents.ndjson	500	0.84	596
load	MimicObservationChartevents.ndjson	500	0.85	587
load	MimicObservationChartevents.ndjson	500	0.84	597
load	MimicObservationChartevents.ndjson	500	0.82	607
load	MimicObservationChartevents.ndjson	500	0.92	546
load	MimicObservationChartevents.ndjson	500	0.82	613
load	MimicObservationChartevents.ndjson	500	0.84	595
load	MimicObservationChartevents.ndjson	500	0.84	593
load	MimicObservationChartevents.ndjson	500	0.87	575
load	MimicObservationChartevents.ndjson	500	0.82	607
load	MimicObservationChartevents.ndjson	500	0.89	564
load	MimicObservationChartevents.ndjson	500	0.85	588
load	MimicObservationChartevents.ndjson	500	0.86	580
load	MimicObservationChartevents.ndjson	500	0.83	600
load	MimicObservationChartevents.ndjson	500	0.86	579
load	MimicObservationChartevents.ndjson	500	0.87	574
load	MimicObservationChartevents.ndjson	500	0.89	564
load	MimicObservationChartevents.ndjson	500	0.85	590
load	MimicObservationChartevents.ndjson	500	0.86	579
load	MimicObservationChartevents.ndjson	500	0.86	581
load	MimicObservationChartevents.ndjson	500	0.87	575
load	MimicObservationChartevents.ndjson	500	0.89	561
load	MimicObservationChartevents.ndjson	500	0.85	585
load	MimicObservationChartevents.ndjson	500	0.86	579
load	MimicObservationChartevents.ndjson	500	0.87	575
load	MimicObservationChartevents.ndjson	500	0.84	597
load	MimicObservationChartevents.ndjson	500	0.66	755
load	MimicObservationChartevents.ndjson	500	0.83	605
load	MimicObservationChartevents.ndjson	500	0.87	575
load	MimicObservationChartevents.ndjson	500	0.84	595
load	MimicObservationChartevents.ndjson	500	0.89	564
load	MimicObservationChartevents.ndjson	500	0.85	590
load	MimicObservationChartevents.ndjson	500	0.90	554
load	MimicObservationChartevents.ndjson	500	0.86	584
load	MimicObservationChartevents.ndjson	500	0.89	561
load	MimicObservationChartevents.ndjson	500	0.89	565
load	MimicObservationChartevents.ndjson	500	0.86	581
load	MimicObservationChartevents.ndjson	500	0.88	571
load	MimicObservationChartevents.ndjson	500	0.89	565
load	MimicObservationChartevents.ndjson	500	0.87	572
load	MimicObservationChartevents.ndjson	500	0.83	602
load	MimicObservationChartevents.ndjson	500	0.85	590
load	MimicObservationChartevents.ndjson	500	0.91	548
load	MimicObservationChartevents.ndjson	500	0.87	577
load	MimicObservationChartevents.ndjson	500	0.86	581
load	MimicObservationChartevents.ndjson	500	0.94	529
load	MimicObservationChartevents.ndjson	500	0.75	664
load	MimicObservationChartevents.ndjson	500	0.63	791
load	MimicObservationChartevents.ndjson	500	0.85	585
load	MimicObservationChartevents.ndjson	500	0.86	584
load	MimicObservationChartevents.ndjson	500	0.87	572
load	MimicObservationChartevents.ndjson	500	0.83	600
load	MimicObservationChartevents.ndjson	500	0.90	559
load	MimicObservationChartevents.ndjson	500	0.66	753
load	MimicObservationChartevents.ndjson	500	0.71	700
load	MimicObservationChartevents.ndjson	500	0.85	591
load	MimicObservationChartevents.ndjson	500	0.85	589
load	MimicObservationChartevents.ndjson	500	0.85	590
load	MimicObservationChartevents.ndjson	500	0.87	577
load	MimicObservationChartevents.ndjson	500	0.86	584
load	MimicObservationChartevents.ndjson	500	0.94	534
load	MimicObservationChartevents.ndjson	500	0.80	627
load	MimicObservationChartevents.ndjson	500	0.63	800
load	MimicObservationChartevents.ndjson	500	0.85	591
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.85	585
load	MimicObservationChartevents.ndjson	500	0.87	574
load	MimicObservationChartevents.ndjson	500	0.88	566
load	MimicObservationChartevents.ndjson	500	0.85	588
load	MimicObservationChartevents.ndjson	500	0.85	585
load	MimicObservationChartevents.ndjson	500	0.89	562
load	MimicObservationChartevents.ndjson	500	0.83	602
load	MimicObservationChartevents.ndjson	500	0.76	662
load	MimicObservationChartevents.ndjson	500	0.61	816
load	MimicObservationChartevents.ndjson	500	0.87	573
load	MimicObservationChartevents.ndjson	500	0.65	766
load	MimicObservationChartevents.ndjson	500	0.72	692
load	MimicObservationChartevents.ndjson	500	0.86	579
load	MimicObservationChartevents.ndjson	500	0.93	539
load	MimicObservationChartevents.ndjson	500	0.94	530
load	MimicObservationChartevents.ndjson	500	0.92	546
load	MimicObservationChartevents.ndjson	500	0.94	534
load	MimicObservationChartevents.ndjson	500	0.95	528
load	MimicObservationChartevents.ndjson	500	0.94	531
load	MimicObservationChartevents.ndjson	500	0.93	541
load	MimicObservationChartevents.ndjson	500	0.89	564
load	MimicObservationChartevents.ndjson	500	0.90	554
load	MimicObservationChartevents.ndjson	500	0.77	649
load	MimicObservationChartevents.ndjson	500	0.63	789
load	MimicObservationChartevents.ndjson	500	0.86	581
load	MimicObservationChartevents.ndjson	500	0.87	577
load	MimicObservationChartevents.ndjson	500	0.90	553
load	MimicObservationChartevents.ndjson	500	0.95	524
load	MimicObservationChartevents.ndjson	500	0.96	522
load	MimicObservationChartevents.ndjson	500	0.88	568
load	MimicObservationChartevents.ndjson	500	0.94	535
load	MimicObservationChartevents.ndjson	500	0.69	729
load	MimicObservationChartevents.ndjson	500	0.72	695
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.86	579
load	MimicObservationChartevents.ndjson	500	0.93	537
load	MimicObservationChartevents.ndjson	500	0.91	551
load	MimicObservationChartevents.ndjson	500	0.83	600
load	MimicObservationChartevents.ndjson	500	0.66	763
load	MimicObservationChartevents.ndjson	500	0.87	574
load	MimicObservationChartevents.ndjson	500	0.87	575
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.90	553
load	MimicObservationChartevents.ndjson	500	0.93	537
load	MimicObservationChartevents.ndjson	500	0.93	539
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.94	533
load	MimicObservationChartevents.ndjson	500	0.92	541
load	MimicObservationChartevents.ndjson	500	0.91	548
load	MimicObservationChartevents.ndjson	500	0.89	562
load	MimicObservationChartevents.ndjson	500	0.92	542
load	MimicObservationChartevents.ndjson	500	0.89	561
load	MimicObservationChartevents.ndjson	500	0.98	511
load	MimicObservationChartevents.ndjson	500	0.60	831
load	MimicObservationChartevents.ndjson	500	0.63	794
load	MimicObservationChartevents.ndjson	500	0.58	864
load	MimicObservationChartevents.ndjson	500	0.66	760
load	MimicObservationChartevents.ndjson	500	0.60	829
load	MimicObservationChartevents.ndjson	500	0.64	781
load	MimicObservationChartevents.ndjson	500	0.67	750
load	MimicObservationChartevents.ndjson	500	0.60	836
load	MimicObservationChartevents.ndjson	500	0.58	855
load	MimicObservationChartevents.ndjson	500	0.70	713
load	MimicObservationChartevents.ndjson	500	0.60	835
load	MimicObservationChartevents.ndjson	500	0.63	792
load	MimicObservationChartevents.ndjson	500	0.58	859
load	MimicObservationChartevents.ndjson	500	0.63	790
load	MimicObservationChartevents.ndjson	500	0.62	804
load	MimicObservationChartevents.ndjson	500	0.64	779
load	MimicObservationChartevents.ndjson	500	0.61	821
load	MimicObservationChartevents.ndjson	500	0.65	769
load	MimicObservationChartevents.ndjson	500	0.58	861
load	MimicObservationChartevents.ndjson	500	0.60	839
load	MimicObservationChartevents.ndjson	500	0.59	840
load	MimicObservationChartevents.ndjson	500	0.62	806
load	MimicObservationChartevents.ndjson	500	0.59	843
load	MimicObservationChartevents.ndjson	500	0.63	795
load	MimicObservationChartevents.ndjson	500	0.60	831
load	MimicObservationChartevents.ndjson	500	0.63	796
load	MimicObservationChartevents.ndjson	500	0.64	780
load	MimicObservationChartevents.ndjson	500	0.63	797
load	MimicObservationChartevents.ndjson	500	0.59	849
load	MimicObservationChartevents.ndjson	500	0.67	747
load	MimicObservationChartevents.ndjson	500	0.61	820
load	MimicObservationChartevents.ndjson	500	0.60	831
load	MimicObservationChartevents.ndjson	500	0.66	762
load	MimicObservationChartevents.ndjson	500	0.63	796
load	MimicObservationChartevents.ndjson	500	0.60	828
load	MimicObservationChartevents.ndjson	500	0.82	608
load	MimicObservationChartevents.ndjson	500	0.89	562
load	MimicObservationChartevents.ndjson	500	0.92	541
load	MimicObservationChartevents.ndjson	500	0.90	554
load	MimicObservationChartevents.ndjson	500	0.91	548
load	MimicObservationChartevents.ndjson	500	0.91	549
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.88	566
load	MimicObservationChartevents.ndjson	500	0.92	542
load	MimicObservationChartevents.ndjson	500	0.92	545
load	MimicObservationChartevents.ndjson	500	0.90	557
load	MimicObservationChartevents.ndjson	500	0.89	559
load	MimicObservationChartevents.ndjson	500	0.88	566
load	MimicObservationChartevents.ndjson	500	0.90	557
load	MimicObservationChartevents.ndjson	500	0.84	595
load	MimicObservationChartevents.ndjson	500	0.71	704
load	MimicObservationChartevents.ndjson	500	0.69	722
load	MimicObservationChartevents.ndjson	500	0.89	559
load	MimicObservationChartevents.ndjson	500	0.87	576
load	MimicObservationChartevents.ndjson	500	0.92	544
load	MimicObservationChartevents.ndjson	500	0.87	576
load	MimicObservationChartevents.ndjson	500	0.89	564
load	MimicObservationChartevents.ndjson	500	0.87	577
load	MimicObservationChartevents.ndjson	500	0.89	562
load	MimicObservationChartevents.ndjson	500	0.87	576
load	MimicObservationChartevents.ndjson	500	0.86	580
load	MimicObservationChartevents.ndjson	500	0.87	577
load	MimicObservationChartevents.ndjson	500	0.90	555
load	MimicObservationChartevents.ndjson	500	0.79	635
load	MimicObservationChartevents.ndjson	500	0.64	785
load	MimicObservationChartevents.ndjson	500	0.88	569
load	MimicObservationChartevents.ndjson	500	0.91	551
load	MimicObservationChartevents.ndjson	500	0.89	561
load	MimicObservationChartevents.ndjson	500	0.87	575
load	MimicObservationChartevents.ndjson	500	0.88	569
load	MimicObservationChartevents.ndjson	500	0.88	570
load	MimicObservationChartevents.ndjson	500	0.62	803
load	MimicObservationChartevents.ndjson	500	0.88	570
load	MimicObservationChartevents.ndjson	500	0.88	568
load	MimicObservationChartevents.ndjson	500	0.88	567
load	MimicObservationChartevents.ndjson	500	0.88	567
load	MimicObservationChartevents.ndjson	500	0.64	782
load	MimicObservationChartevents.ndjson	500	0.88	568
load	MimicObservationChartevents.ndjson	500	0.90	557
load	MimicObservationChartevents.ndjson	500	0.86	579
load	MimicObservationChartevents.ndjson	500	0.93	541
load	MimicObservationChartevents.ndjson	500	0.90	557
load	MimicObservationChartevents.ndjson	500	0.92	542
load	MimicObservationChartevents.ndjson	500	0.86	581
load	MimicObservationChartevents.ndjson	500	0.64	780
load	MimicObservationChartevents.ndjson	500	0.77	649
load	MimicObservationChartevents.ndjson	500	0.76	659
load	MimicObservationChartevents.ndjson	500	0.68	735
load	MimicObservationChartevents.ndjson	500	0.90	556
load	MimicObservationChartevents.ndjson	500	0.92	544
load	MimicObservationChartevents.ndjson	500	0.90	556
load	MimicObservationChartevents.ndjson	500	0.92	544
load	MimicObservationChartevents.ndjson	500	0.89	561
load	MimicObservationChartevents.ndjson	500	0.94	531
load	MimicObservationChartevents.ndjson	500	0.90	559
load	MimicObservationChartevents.ndjson	500	0.92	542
load	MimicObservationChartevents.ndjson	500	0.88	569
load	MimicObservationChartevents.ndjson	500	0.68	736
load	MimicObservationChartevents.ndjson	500	0.72	696
load	MimicObservationChartevents.ndjson	500	0.85	590
load	MimicObservationChartevents.ndjson	500	0.69	729
load	MimicObservationChartevents.ndjson	500	0.92	541
load	MimicObservationChartevents.ndjson	500	0.91	547
load	MimicObservationChartevents.ndjson	500	0.68	739
load	MimicObservationChartevents.ndjson	500	0.75	668
load	MimicObservationChartevents.ndjson	500	0.89	560
load	MimicObservationChartevents.ndjson	500	0.91	547
load	MimicObservationChartevents.ndjson	500	0.93	541
load	MimicObservationChartevents.ndjson	500	0.91	547
load	MimicObservationChartevents.ndjson	500	0.94	533
load	MimicObservationChartevents.ndjson	500	0.91	550
load	MimicObservationChartevents.ndjson	500	0.94	530
load	MimicObservationChartevents.ndjson	500	0.81	619
load	MimicObservationChartevents.ndjson	500	0.60	829
load	MimicObservationChartevents.ndjson	500	0.63	796
load	MimicObservationChartevents.ndjson	500	0.68	732
load	MimicObservationChartevents.ndjson	500	0.63	794
load	MimicObservationChartevents.ndjson	500	0.61	821
load	MimicObservationChartevents.ndjson	500	0.66	758
load	MimicObservationChartevents.ndjson	500	0.67	744
load	MimicObservationChartevents.ndjson	500	0.62	806
load	MimicObservationChartevents.ndjson	500	0.68	736
load	MimicObservationChartevents.ndjson	500	0.62	806
load	MimicObservationChartevents.ndjson	500	0.63	789
load	MimicObservationChartevents.ndjson	500	0.62	803
load	MimicObservationChartevents.ndjson	500	0.63	799
load	MimicObservationChartevents.ndjson	500	0.61	822
load	MimicObservationChartevents.ndjson	500	0.72	690
load	MimicObservationChartevents.ndjson	500	0.62	801
load	MimicObservationChartevents.ndjson	500	0.63	792
load	MimicObservationChartevents.ndjson	500	0.64	782
load	MimicObservationChartevents.ndjson	500	0.61	818
load	MimicObservationChartevents.ndjson	500	0.59	853
load	MimicObservationChartevents.ndjson	500	0.70	711
load	MimicObservationChartevents.ndjson	500	0.62	805
load	MimicObservationChartevents.ndjson	500	0.60	829
load	MimicObservationChartevents.ndjson	500	0.63	800
load	MimicObservationChartevents.ndjson	500	0.61	821
load	MimicObservationChartevents.ndjson	500	0.66	761
load	MimicObservationChartevents.ndjson	500	0.59	850
load	MimicObservationChartevents.ndjson	500	0.61	825
load	MimicObservationChartevents.ndjson	500	0.66	758
load	MimicObservationChartevents.ndjson	500	0.64	785
load	MimicObservationChartevents.ndjson	500	0.62	803
load	MimicObservationChartevents.ndjson	500	0.64	787
load	MimicObservationChartevents.ndjson	500	0.62	803
load	MimicObservationChartevents.ndjson	500	0.60	832
load	MimicObservationChartevents.ndjson	500	0.59	846
load	MimicObservationChartevents.ndjson	500	0.61	813
load	MimicObservationChartevents.ndjson	500	0.62	808
load	MimicObservationChartevents.ndjson	500	0.66	762
load	MimicObservationChartevents.ndjson	500	0.61	813
load	MimicObservationChartevents.ndjson	500	0.59	846
load	MimicObservationChartevents.ndjson	500	0.70	715
load	MimicObservationChartevents.ndjson	500	0.60	829
load	MimicObservationChartevents.ndjson	500	0.67	749
load	MimicObservationChartevents.ndjson	500	0.66	756
load	MimicObservationChartevents.ndjson	500	0.62	812
load	MimicObservationChartevents.ndjson	500	0.74	673
load	MimicObservationChartevents.ndjson	500	0.84	595
load	MimicObservationChartevents.ndjson	500	0.79	635
load	MimicObservationChartevents.ndjson	500	0.84	595
load	MimicObservationChartevents.ndjson	500	0.80	627
load	MimicObservationChartevents.ndjson	500	0.72	696
load	MimicObservationChartevents.ndjson	500	0.79	635
load	MimicObservationChartevents.ndjson	500	0.73	683
load	MimicObservationChartevents.ndjson	500	0.73	680
load	MimicObservationChartevents.ndjson	500	0.71	699
load	MimicObservationChartevents.ndjson	500	0.92	544
load	MimicObservationChartevents.ndjson	500	0.93	536
load	MimicObservationChartevents.ndjson	500	0.90	557
load	MimicObservationChartevents.ndjson	500	0.92	542
load	MimicObservationChartevents.ndjson	500	0.87	572
load	MimicObservationChartevents.ndjson	500	0.89	564
load	MimicObservationChartevents.ndjson	500	0.86	583
load	MimicObservationChartevents.ndjson	500	0.89	559
load	MimicObservationChartevents.ndjson	500	0.89	561
load	MimicObservationChartevents.ndjson	500	0.94	532
load	MimicObservationChartevents.ndjson	500	0.90	556
load	MimicObservationChartevents.ndjson	500	0.88	569
load	MimicObservationChartevents.ndjson	500	0.90	555
load	MimicObservationChartevents.ndjson	500	0.90	559
load	MimicObservationChartevents.ndjson	500	0.91	551
load	MimicObservationChartevents.ndjson	500	0.90	556
load	MimicObservationChartevents.ndjson	500	0.90	557
load	MimicObservationChartevents.ndjson	500	0.92	543
load	MimicObservationChartevents.ndjson	500	0.90	553
load	MimicObservationChartevents.ndjson	500	0.90	554
load	MimicObservationChartevents.ndjson	500	0.66	756
load	MimicObservationChartevents.ndjson	500	0.76	662
load	MimicObservationChartevents.ndjson	500	0.90	556
load	MimicObservationChartevents.ndjson	500	0.94	534
load	MimicObservationChartevents.ndjson	500	0.89	562
load	MimicObservationChartevents.ndjson	500	0.88	568
load	MimicObservationChartevents.ndjson	500	0.88	570
load	MimicObservationChartevents.ndjson	500	0.87	574
load	MimicObservationChartevents.ndjson	500	0.90	555
load	MimicObservationChartevents.ndjson	500	0.88	571
load	MimicObservationChartevents.ndjson	500	0.92	544
load	MimicObservationChartevents.ndjson	500	0.90	557
load	MimicObservationChartevents.ndjson	500	0.97	518
load	MimicObservationChartevents.ndjson	500	0.93	541
load	MimicObservationChartevents.ndjson	500	0.90	557
load	MimicObservationChartevents.ndjson	500	0.89	560
load	MimicObservationChartevents.ndjson	500	0.90	555
load	MimicObservationChartevents.ndjson	500	0.95	527
load	MimicObservationChartevents.ndjson	500	0.86	581
load	MimicObservationChartevents.ndjson	500	0.90	556
load	MimicObservationChartevents.ndjson	500	0.88	568
load	MimicObservationChartevents.ndjson	500	0.89	563
load	MimicObservationChartevents.ndjson	500	0.89	561
load	MimicObservationChartevents.ndjson	500	0.63	795
load	MimicObservationChartevents.ndjson	500	0.86	583
load	MimicObservationChartevents.ndjson	500	0.92	543
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.87	574
load	MimicObservationChartevents.ndjson	500	0.94	532
load	MimicObservationChartevents.ndjson	500	0.85	589
load	MimicObservationChartevents.ndjson	500	0.88	569
load	MimicObservationChartevents.ndjson	500	0.65	767
load	MimicObservationChartevents.ndjson	500	0.80	622
load	MimicObservationChartevents.ndjson	500	0.87	573
load	MimicObservationChartevents.ndjson	500	0.92	545
load	MimicObservationChartevents.ndjson	500	0.86	579
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.88	567
load	MimicObservationChartevents.ndjson	500	0.87	577
load	MimicObservationChartevents.ndjson	500	0.67	750
load	MimicObservationChartevents.ndjson	500	0.89	561
load	MimicObservationChartevents.ndjson	500	0.93	536
load	MimicObservationChartevents.ndjson	500	0.93	541
load	MimicObservationChartevents.ndjson	500	0.91	548
load	MimicObservationChartevents.ndjson	500	0.91	551
load	MimicObservationChartevents.ndjson	500	0.91	551
load	MimicObservationChartevents.ndjson	500	0.91	549
load	MimicObservationChartevents.ndjson	500	0.96	522
load	MimicObservationChartevents.ndjson	500	0.92	546
load	MimicObservationChartevents.ndjson	500	0.77	651
load	MimicObservationChartevents.ndjson	500	0.70	716
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.69	727
load	MimicObservationChartevents.ndjson	500	0.73	683
load	MimicObservationChartevents.ndjson	500	0.95	525
load	MimicObservationChartevents.ndjson	500	0.94	530
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.92	542
load	MimicObservationChartevents.ndjson	500	0.92	545
load	MimicObservationChartevents.ndjson	500	0.93	536
load	MimicObservationChartevents.ndjson	500	0.89	562
load	MimicObservationChartevents.ndjson	500	0.90	556
load	MimicObservationChartevents.ndjson	500	0.93	539
load	MimicObservationChartevents.ndjson	500	0.93	535
load	MimicObservationChartevents.ndjson	500	0.92	542
load	MimicObservationChartevents.ndjson	500	0.94	535
load	MimicObservationChartevents.ndjson	500	0.90	556
load	MimicObservationChartevents.ndjson	500	0.93	541
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.93	541
load	MimicObservationChartevents.ndjson	500	0.95	527
load	MimicObservationChartevents.ndjson	500	0.92	541
load	MimicObservationChartevents.ndjson	500	0.89	560
load	MimicObservationChartevents.ndjson	500	0.88	568
load	MimicObservationChartevents.ndjson	500	0.93	541
load	MimicObservationChartevents.ndjson	500	0.92	544
load	MimicObservationChartevents.ndjson	500	0.86	578
load	MimicObservationChartevents.ndjson	500	0.65	772
load	MimicObservationChartevents.ndjson	500	0.82	611
load	MimicObservationChartevents.ndjson	500	0.92	543
load	MimicObservationChartevents.ndjson	500	0.93	541
load	MimicObservationChartevents.ndjson	500	0.89	564
load	MimicObservationChartevents.ndjson	500	0.91	549
load	MimicObservationChartevents.ndjson	500	0.91	548
load	MimicObservationChartevents.ndjson	500	0.90	557
load	MimicObservationChartevents.ndjson	500	0.95	529
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.97	517
load	MimicObservationChartevents.ndjson	500	0.89	564
load	MimicObservationChartevents.ndjson	500	0.96	518
load	MimicObservationChartevents.ndjson	500	0.90	554
load	MimicObservationChartevents.ndjson	500	0.94	532
load	MimicObservationChartevents.ndjson	500	0.90	554
load	MimicObservationChartevents.ndjson	500	0.94	529
load	MimicObservationChartevents.ndjson	500	0.89	563
load	MimicObservationChartevents.ndjson	500	0.89	561
load	MimicObservationChartevents.ndjson	500	0.88	566
load	MimicObservationChartevents.ndjson	500	0.65	766
load	MimicObservationChartevents.ndjson	500	0.87	572
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.89	561
load	MimicObservationChartevents.ndjson	500	0.92	544
load	MimicObservationChartevents.ndjson	500	0.89	564
load	MimicObservationChartevents.ndjson	500	0.92	545
load	MimicObservationChartevents.ndjson	500	0.74	677
load	MimicObservationChartevents.ndjson	500	0.74	675
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.95	525
load	MimicObservationChartevents.ndjson	500	0.90	559
load	MimicObservationChartevents.ndjson	500	0.92	546
load	MimicObservationChartevents.ndjson	500	0.88	569
load	MimicObservationChartevents.ndjson	500	0.93	535
load	MimicObservationChartevents.ndjson	500	0.89	564
load	MimicObservationChartevents.ndjson	500	0.94	532
load	MimicObservationChartevents.ndjson	500	0.90	553
load	MimicObservationChartevents.ndjson	500	0.93	536
load	MimicObservationChartevents.ndjson	500	0.89	560
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.90	558
load	MimicObservationChartevents.ndjson	500	0.91	548
load	MimicObservationChartevents.ndjson	500	0.89	561
load	MimicObservationChartevents.ndjson	500	0.90	557
load	MimicObservationChartevents.ndjson	500	0.90	554
load	MimicObservationChartevents.ndjson	500	0.89	560
load	MimicObservationChartevents.ndjson	500	0.85	591
load	MimicObservationChartevents.ndjson	500	0.60	828
load	MimicObservationChartevents.ndjson	500	0.61	814
load	MimicObservationChartevents.ndjson	500	0.69	730
load	MimicObservationChartevents.ndjson	500	0.61	824
load	MimicObservationChartevents.ndjson	500	0.60	831
load	MimicObservationChartevents.ndjson	500	0.69	727
load	MimicObservationChartevents.ndjson	500	0.62	810
load	MimicObservationChartevents.ndjson	500	0.57	876
load	MimicObservationChartevents.ndjson	500	0.64	778
load	MimicObservationChartevents.ndjson	500	0.63	795
load	MimicObservationChartevents.ndjson	500	0.63	797
load	MimicObservationChartevents.ndjson	500	0.59	846
load	MimicObservationChartevents.ndjson	500	0.61	820
load	MimicObservationChartevents.ndjson	500	0.63	791
load	MimicObservationChartevents.ndjson	500	0.65	765
load	MimicObservationChartevents.ndjson	500	0.61	816
load	MimicObservationChartevents.ndjson	500	0.61	821
load	MimicObservationChartevents.ndjson	500	0.65	766
load	MimicObservationChartevents.ndjson	500	0.60	832
load	MimicObservationChartevents.ndjson	500	0.61	813
load	MimicObservationChartevents.ndjson	500	0.66	759
load	MimicObservationChartevents.ndjson	500	0.58	856
load	MimicObservationChartevents.ndjson	500	0.60	832
load	MimicObservationChartevents.ndjson	500	0.59	842
load	MimicObservationChartevents.ndjson	500	0.62	805
load	MimicObservationChartevents.ndjson	500	0.62	805
load	MimicObservationChartevents.ndjson	500	0.68	733
load	MimicObservationChartevents.ndjson	500	0.60	829
load	MimicObservationChartevents.ndjson	500	0.61	817
load	MimicObservationChartevents.ndjson	500	0.70	716
load	MimicObservationChartevents.ndjson	500	0.61	824
load	MimicObservationChartevents.ndjson	500	0.63	794
load	MimicObservationChartevents.ndjson	500	0.72	692
load	MimicObservationChartevents.ndjson	500	0.62	810
load	MimicObservationChartevents.ndjson	500	0.65	772
load	MimicObservationChartevents.ndjson	500	0.63	800
load	MimicObservationChartevents.ndjson	500	0.62	810
load	MimicObservationChartevents.ndjson	500	0.65	766
load	MimicObservationChartevents.ndjson	500	0.60	839
load	MimicObservationChartevents.ndjson	500	0.60	839
load	MimicObservationChartevents.ndjson	500	0.63	799
load	MimicObservationChartevents.ndjson	500	0.63	797
load	MimicObservationChartevents.ndjson	500	0.60	831
load	MimicObservationChartevents.ndjson	500	0.65	775
load	MimicObservationChartevents.ndjson	500	0.63	795
load	MimicObservationChartevents.ndjson	500	0.60	826
load	MimicObservationChartevents.ndjson	500	0.65	767
load	MimicObservationChartevents.ndjson	500	0.61	818
load	MimicObservationChartevents.ndjson	500	0.61	822
load	MimicObservationChartevents.ndjson	500	0.68	735
load	MimicObservationChartevents.ndjson	500	0.60	839
load	MimicObservationChartevents.ndjson	500	0.65	775
load	MimicObservationChartevents.ndjson	500	0.66	753
load	MimicObservationChartevents.ndjson	500	0.62	810
