phase	detail	resources	seconds	rate_per_s
load	MimicObservationChartevents.ndjson	500	0.96	521
load	MimicObservationChartevents.ndjson	500	0.69	730
load	MimicObservationChartevents.ndjson	500	0.74	678
load	MimicObservationChartevents.ndjson	500	0.85	585
load	MimicObservationChartevents.ndjson	500	0.72	695
load	MimicObservationChartevents.ndjson	500	0.89	562
load	MimicObservationChartevents.ndjson	500	0.87	575
load	MimicObservationChartevents.ndjson	500	0.94	530
load	MimicObservationChartevents.ndjson	500	0.90	557
load	MimicObservationChartevents.ndjson	500	0.85	587
load	MimicObservationChartevents.ndjson	500	0.59	840
load	MimicObservationChartevents.ndjson	500	0.63	794
load	MimicObservationChartevents.ndjson	500	0.65	773
load	MimicObservationChartevents.ndjson	500	0.63	790
load	MimicObservationChartevents.ndjson	500	0.62	803
load	MimicObservationChartevents.ndjson	500	0.70	710
load	MimicObservationChartevents.ndjson	500	0.68	735
load	MimicObservationChartevents.ndjson	500	0.62	803
load	MimicObservationChartevents.ndjson	500	0.67	745
load	MimicObservationChartevents.ndjson	500	0.64	782
load	MimicObservationChartevents.ndjson	500	0.66	763
load	MimicObservationChartevents.ndjson	500	0.68	739
load	MimicObservationChartevents.ndjson	500	0.66	758
load	MimicObservationChartevents.ndjson	500	0.63	794
load	MimicObservationChartevents.ndjson	500	0.71	701
load	MimicObservationChartevents.ndjson	500	0.61	820
load	MimicObservationChartevents.ndjson	500	0.65	766
load	MimicObservationChartevents.ndjson	500	0.72	696
load	MimicObservationChartevents.ndjson	500	0.68	739
load	MimicObservationChartevents.ndjson	500	0.64	780
load	MimicObservationChartevents.ndjson	500	0.71	704
load	MimicObservationChartevents.ndjson	500	0.63	789
load	MimicObservationChartevents.ndjson	500	0.61	818
load	MimicObservationChartevents.ndjson	500	0.64	786
load	MimicObservationChartevents.ndjson	500	0.68	741
load	MimicObservationChartevents.ndjson	500	0.68	737
load	MimicObservationChartevents.ndjson	500	0.66	754
load	MimicObservationChartevents.ndjson	500	0.65	772
load	MimicObservationChartevents.ndjson	500	0.72	695
load	MimicObservationChartevents.ndjson	500	0.65	775
load	MimicObservationChartevents.ndjson	500	0.74	672
load	MimicObservationChartevents.ndjson	500	0.72	695
load	MimicObservationChartevents.ndjson	500	0.63	797
load	MimicObservationChartevents.ndjson	500	0.65	767
load	MimicObservationChartevents.ndjson	500	0.76	660
load	MimicObservationChartevents.ndjson	500	1.02	492
load	MimicObservationChartevents.ndjson	500	0.97	517
load	MimicObservationChartevents.ndjson	500	0.90	555
load	MimicObservationChartevents.ndjson	500	0.94	534
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.81	618
load	MimicObservationChartevents.ndjson	500	0.72	691
load	MimicObservationChartevents.ndjson	500	0.87	576
load	MimicObservationChartevents.ndjson	500	0.97	518
load	MimicObservationChartevents.ndjson	500	0.95	524
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.84	594
load	MimicObservationChartevents.ndjson	500	0.66	761
load	MimicObservationChartevents.ndjson	500	0.94	535
load	MimicObservationChartevents.ndjson	500	0.98	510
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.73	680
load	MimicObservationChartevents.ndjson	500	0.72	693
load	MimicObservationChartevents.ndjson	500	0.98	508
load	MimicObservationChartevents.ndjson	500	0.99	503
load	MimicObservationChartevents.ndjson	500	0.74	671
load	MimicObservationChartevents.ndjson	500	0.75	668
load	MimicObservationChartevents.ndjson	500	0.94	530
load	MimicObservationChartevents.ndjson	500	0.93	540
load	MimicObservationChartevents.ndjson	500	1.01	496
load	MimicObservationChartevents.ndjson	500	0.67	752
load	MimicObservationChartevents.ndjson	500	0.81	621
load	MimicObservationChartevents.ndjson	500	0.79	633
load	MimicObservationChartevents.ndjson	500	0.66	754
load	MimicObservationChartevents.ndjson	500	0.88	571
load	MimicObservationChartevents.ndjson	500	0.95	526
load	MimicObservationChartevents.ndjson	500	0.90	556
load	MimicObservationChartevents.ndjson	500	0.94	532
load	MimicObservationChartevents.ndjson	500	0.89	564
load	MimicObservationChartevents.ndjson	500	0.92	544
load	MimicObservationChartevents.ndjson	500	0.92	542
load	MimicObservationChartevents.ndjson	500	0.92	546
load	MimicObservationChartevents.ndjson	500	0.86	579
load	MimicObservationChartevents.ndjson	500	0.93	539
load	MimicObservationChartevents.ndjson	500	0.86	579
load	MimicObservationChartevents.ndjson	500	0.66	753
load	MimicObservationChartevents.ndjson	500	0.78	638
load	MimicObservationChartevents.ndjson	500	0.87	573
load	MimicObservationChartevents.ndjson	500	0.63	799
load	MimicObservationChartevents.ndjson	500	0.94	530
load	MimicObservationChartevents.ndjson	500	0.68	733
load	MimicObservationChartevents.ndjson	500	0.87	576
load	MimicObservationChartevents.ndjson	500	0.93	536
load	MimicObservationChartevents.ndjson	500	0.93	541
load	MimicObservationChartevents.ndjson	500	0.92	545
load	MimicObservationChartevents.ndjson	500	0.89	561
load	MimicObservationChartevents.ndjson	500	0.94	531
load	MimicObservationChartevents.ndjson	500	0.92	543
load	MimicObservationChartevents.ndjson	500	0.93	539
load	MimicObservationChartevents.ndjson	500	0.61	822
load	MimicObservationChartevents.ndjson	500	0.63	790
load	MimicObservationChartevents.ndjson	500	0.66	762
load	MimicObservationChartevents.ndjson	500	0.62	804
load	MimicObservationChartevents.ndjson	500	0.65	768
load	MimicObservationChartevents.ndjson	500	0.63	792
load	MimicObservationChartevents.ndjson	500	0.64	784
load	MimicObservationChartevents.ndjson	500	0.64	785
load	MimicObservationChartevents.ndjson	500	0.62	801
load	MimicObservationChartevents.ndjson	500	0.68	739
load	MimicObservationChartevents.ndjson	500	0.61	818
load	MimicObservationChartevents.ndjson	500	0.63	796
load	MimicObservationChartevents.ndjson	500	0.64	776
load	MimicObservationChartevents.ndjson	500	0.63	800
load	MimicObservationChartevents.ndjson	500	0.71	704
load	MimicObservationChartevents.ndjson	500	0.65	772
load	MimicObservationChartevents.ndjson	500	0.61	817
load	MimicObservationChartevents.ndjson	500	0.68	732
load	MimicObservationChartevents.ndjson	500	0.65	767
load	MimicObservationChartevents.ndjson	500	0.63	791
load	MimicObservationChartevents.ndjson	500	0.68	735
load	MimicObservationChartevents.ndjson	500	0.62	812
load	MimicObservationChartevents.ndjson	500	0.62	805
load	MimicObservationChartevents.ndjson	500	0.62	809
load	MimicObservationChartevents.ndjson	500	0.63	799
load	MimicObservationChartevents.ndjson	500	0.61	816
load	MimicObservationChartevents.ndjson	500	0.68	733
load	MimicObservationChartevents.ndjson	500	0.62	808
load	MimicObservationChartevents.ndjson	500	0.63	790
load	MimicObservationChartevents.ndjson	500	0.73	684
load	MimicObservationChartevents.ndjson	500	0.65	772
load	MimicObservationChartevents.ndjson	500	0.64	780
load	MimicObservationChartevents.ndjson	500	0.68	731
load	MimicObservationChartevents.ndjson	500	0.71	704
load	MimicObservationChartevents.ndjson	500	0.61	817
load	MimicObservationChartevents.ndjson	500	0.61	816
load	MimicObservationChartevents.ndjson	500	0.64	778
load	MimicObservationChartevents.ndjson	500	0.61	814
load	MimicObservationChartevents.ndjson	500	0.65	766
load	MimicObservationChartevents.ndjson	500	0.61	814
load	MimicObservationChartevents.ndjson	500	0.62	812
load	MimicObservationChartevents.ndjson	500	0.67	746
load	MimicObservationChartevents.ndjson	500	0.66	763
load	MimicObservationChartevents.ndjson	500	0.62	808
load	MimicObservationChartevents.ndjson	500	0.67	752
load	MimicObservationChartevents.ndjson	500	0.61	820
load	MimicObservationChartevents.ndjson	500	0.66	755
load	MimicObservationChartevents.ndjson	500	0.87	577
load	MimicObservationChartevents.ndjson	500	0.92	546
load	MimicObservationChartevents.ndjson	500	0.95	524
load	MimicObservationChartevents.ndjson	500	0.91	547
load	MimicObservationChartevents.ndjson	500	0.95	528
load	MimicObservationChartevents.ndjson	500	0.90	555
load	MimicObservationChartevents.ndjson	500	0.70	713
load	MimicObservationChartevents.ndjson	500	0.80	627
load	MimicObservationChartevents.ndjson	500	0.98	512
load	MimicObservationChartevents.ndjson	500	0.92	544
load	MimicObservationChartevents.ndjson	500	0.87	573
load	MimicObservationChartevents.ndjson	500	0.67	744
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.96	522
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.88	568
load	MimicObservationChartevents.ndjson	500	0.72	691
load	MimicObservationChartevents.ndjson	500	0.97	514
load	MimicObservationChartevents.ndjson	500	0.89	561
load	MimicObservationChartevents.ndjson	500	0.89	563
load	MimicObservationChartevents.ndjson	500	0.67	751
load	MimicObservationChartevents.ndjson	500	0.95	529
load	MimicObservationChartevents.ndjson	500	0.70	710
load	MimicObservationChartevents.ndjson	500	0.74	674
load	MimicObservationChartevents.ndjson	500	0.83	604
load	MimicObservationChartevents.ndjson	500	0.70	711
load	MimicObservationChartevents.ndjson	500	0.99	507
load	MimicObservationChartevents.ndjson	500	0.96	518
load	MimicObservationChartevents.ndjson	500	0.99	507
load	MimicObservationChartevents.ndjson	500	0.96	522
load	MimicObservationChartevents.ndjson	500	0.99	504
load	MimicObservationChartevents.ndjson	500	0.81	620
load	MimicObservationChartevents.ndjson	500	0.69	723
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.96	523
load	MimicObservationChartevents.ndjson	500	0.80	627
load	MimicObservationChartevents.ndjson	500	0.77	650
load	MimicObservationChartevents.ndjson	500	0.88	570
load	MimicObservationChartevents.ndjson	500	0.70	716
load	MimicObservationChartevents.ndjson	500	0.86	579
load	MimicObservationChartevents.ndjson	500	0.95	524
load	MimicObservationChartevents.ndjson	500	0.99	505
load	MimicObservationChartevents.ndjson	500	1.00	498
load	MimicObservationChartevents.ndjson	500	0.91	550
load	MimicObservationChartevents.ndjson	500	0.93	536
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.92	543
load	MimicObservationChartevents.ndjson	500	0.74	675
load	MimicObservationChartevents.ndjson	500	0.65	770
load	MimicObservationChartevents.ndjson	500	0.62	801
load	MimicObservationChartevents.ndjson	500	0.72	693
load	MimicObservationChartevents.ndjson	500	0.64	785
load	MimicObservationChartevents.ndjson	500	0.63	796
load	MimicObservationChartevents.ndjson	500	0.68	739
load	MimicObservationChartevents.ndjson	500	0.61	824
load	MimicObservationChartevents.ndjson	500	0.61	824
load	MimicObservationChartevents.ndjson	500	0.70	711
load	MimicObservationChartevents.ndjson	500	0.65	766
load	MimicObservationChartevents.ndjson	500	0.61	813
load	MimicObservationChartevents.ndjson	500	0.63	794
load	MimicObservationChartevents.ndjson	500	0.62	809
load	MimicObservationChartevents.ndjson	500	0.70	718
load	MimicObservationChartevents.ndjson	500	0.60	828
load	MimicObservationChartevents.ndjson	500	0.64	778
load	MimicObservationChartevents.ndjson	500	0.71	705
load	MimicObservationChartevents.ndjson	500	0.60	829
load	MimicObservationChartevents.ndjson	500	0.67	749
load	MimicObservationChartevents.ndjson	500	0.67	747
load	MimicObservationChartevents.ndjson	500	0.66	754
load	MimicObservationChartevents.ndjson	500	0.64	784
load	MimicObservationChartevents.ndjson	500	0.62	804
load	MimicObservationChartevents.ndjson	500	0.64	778
load	MimicObservationChartevents.ndjson	500	0.68	737
load	MimicObservationChartevents.ndjson	500	0.65	773
load	MimicObservationChartevents.ndjson	500	0.63	795
load	MimicObservationChartevents.ndjson	500	0.66	759
load	MimicObservationChartevents.ndjson	500	0.61	820
load	MimicObservationChartevents.ndjson	500	0.65	768
load	MimicObservationChartevents.ndjson	500	0.70	716
load	MimicObservationChartevents.ndjson	500	0.64	785
load	MimicObservationChartevents.ndjson	500	0.64	786
load	MimicObservationChartevents.ndjson	500	0.62	803
load	MimicObservationChartevents.ndjson	500	0.64	776
load	MimicObservationChartevents.ndjson	500	0.60	832
load	MimicObservationChartevents.ndjson	500	0.72	690
load	MimicObservationChartevents.ndjson	500	0.64	780
load	MimicObservationChartevents.ndjson	500	0.61	818
load	MimicObservationChartevents.ndjson	500	0.68	732
load	MimicObservationChartevents.ndjson	500	0.61	813
load	MimicObservationChartevents.ndjson	500	0.65	775
load	MimicObservationChartevents.ndjson	500	0.69	727
load	MimicObservationChartevents.ndjson	500	0.61	820
load	MimicObservationChartevents.ndjson	500	0.70	718
load	MimicObservationChartevents.ndjson	500	0.91	551
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.93	536
load	MimicObservationChartevents.ndjson	500	0.92	543
load	MimicObservationChartevents.ndjson	500	0.92	541
load	MimicObservationChartevents.ndjson	500	0.90	558
load	MimicObservationChartevents.ndjson	500	0.91	551
load	MimicObservationChartevents.ndjson	500	0.93	541
load	MimicObservationChartevents.ndjson	500	0.93	536
load	MimicObservationChartevents.ndjson	500	0.89	561
load	MimicObservationChartevents.ndjson	500	0.67	745
load	MimicObservationChartevents.ndjson	500	0.81	621
load	MimicObservationChartevents.ndjson	500	0.91	551
load	MimicObservationChartevents.ndjson	500	0.91	549
load	MimicObservationChartevents.ndjson	500	0.90	558
load	MimicObservationChartevents.ndjson	500	0.95	524
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.88	570
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.91	551
load	MimicObservationChartevents.ndjson	500	0.94	533
load	MimicObservationChartevents.ndjson	500	0.96	518
load	MimicObservationChartevents.ndjson	500	0.81	618
load	MimicObservationChartevents.ndjson	500	0.70	715
load	MimicObservationChartevents.ndjson	500	0.92	546
load	MimicObservationChartevents.ndjson	500	0.92	543
load	MimicObservationChartevents.ndjson	500	0.98	509
load	MimicObservationChartevents.ndjson	500	0.91	547
load	MimicObservationChartevents.ndjson	500	0.88	567
load	MimicObservationChartevents.ndjson	500	0.69	723
load	MimicObservationChartevents.ndjson	500	0.89	562
load	MimicObservationChartevents.ndjson	500	0.89	559
load	MimicObservationChartevents.ndjson	500	0.96	522
load	MimicObservationChartevents.ndjson	500	0.67	744
load	MimicObservationChartevents.ndjson	500	0.81	615
load	MimicObservationChartevents.ndjson	500	0.94	532
load	MimicObservationChartevents.ndjson	500	0.87	575
load	MimicObservationChartevents.ndjson	500	0.68	739
load	MimicObservationChartevents.ndjson	500	0.92	545
load	MimicObservationChartevents.ndjson	500	0.68	731
load	MimicObservationChartevents.ndjson	500	0.74	672
load	MimicObservationChartevents.ndjson	500	0.95	526
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	1.02	488
load	MimicObservationChartevents.ndjson	500	0.97	515
load	MimicObservationChartevents.ndjson	500	1.01	493
load	MimicObservationChartevents.ndjson	500	0.94	531
load	MimicObservationChartevents.ndjson	500	0.83	601
load	MimicObservationChartevents.ndjson	500	0.74	677
load	MimicObservationChartevents.ndjson	500	0.96	519
load	MimicObservationChartevents.ndjson	500	0.92	546
load	MimicObservationChartevents.ndjson	500	0.96	520
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.88	567
load	MimicObservationChartevents.ndjson	500	0.68	734
load	MimicObservationChartevents.ndjson	500	0.88	566
load	MimicObservationChartevents.ndjson	500	0.98	512
load	MimicObservationChartevents.ndjson	500	0.94	534
load	MimicObservationChartevents.ndjson	500	0.97	517
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.94	530
load	MimicObservationChartevents.ndjson	500	0.91	548
load	MimicObservationChartevents.ndjson	500	0.69	728
load	MimicObservationChartevents.ndjson	500	0.76	661
load	MimicObservationChartevents.ndjson	500	0.99	504
load	MimicObservationChartevents.ndjson	500	0.92	541
load	MimicObservationChartevents.ndjson	500	1.00	502
load	MimicObservationChartevents.ndjson	500	0.95	526
load	MimicObservationChartevents.ndjson	500	0.88	566
load	MimicObservationChartevents.ndjson	500	0.90	554
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.97	515
load	MimicObservationChartevents.ndjson	500	0.95	524
load	MimicObservationChartevents.ndjson	500	0.97	516
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.97	514
load	MimicObservationChartevents.ndjson	500	0.60	828
load	MimicObservationChartevents.ndjson	500	0.52	969
load	MimicObservationChartevents.ndjson	500	0.53	936
load	MimicObservationChartevents.ndjson	500	0.54	926
load	MimicObservationChartevents.ndjson	500	0.52	963
load	MimicObservationChartevents.ndjson	500	0.53	942
load	MimicObservationChartevents.ndjson	500	0.55	906
load	MimicObservationChartevents.ndjson	500	0.53	951
load	MimicObservationChartevents.ndjson	500	0.50	1000
load	MimicObservationChartevents.ndjson	500	0.57	870
load	MimicObservationChartevents.ndjson	500	0.55	917
load	MimicObservationChartevents.ndjson	500	0.55	907
load	MimicObservationChartevents.ndjson	500	0.54	931
load	MimicObservationChartevents.ndjson	500	0.52	960
load	MimicObservationChartevents.ndjson	500	0.56	896
load	MimicObservationChartevents.ndjson	500	0.54	935
load	MimicObservationChartevents.ndjson	500	0.55	917
load	MimicObservationChartevents.ndjson	500	0.52	965
load	MimicObservationChartevents.ndjson	500	0.52	958
load	MimicObservationChartevents.ndjson	500	0.53	945
load	MimicObservationChartevents.ndjson	500	0.50	1000
load	MimicObservationChartevents.ndjson	500	0.56	894
load	MimicObservationChartevents.ndjson	500	0.52	967
load	MimicObservationChartevents.ndjson	500	0.54	933
load	MimicObservationChartevents.ndjson	500	0.53	949
load	MimicObservationChartevents.ndjson	500	0.59	853
load	MimicObservationChartevents.ndjson	500	0.61	825
load	MimicObservationChartevents.ndjson	500	0.70	714
load	MimicObservationChartevents.ndjson	500	0.70	717
load	MimicObservationChartevents.ndjson	500	0.67	752
load	MimicObservationChartevents.ndjson	500	0.62	806
load	MimicObservationChartevents.ndjson	500	0.64	782
load	MimicObservationChartevents.ndjson	500	0.69	726
load	MimicObservationChartevents.ndjson	500	0.64	784
load	MimicObservationChartevents.ndjson	500	0.62	801
load	MimicObservationChartevents.ndjson	500	0.70	710
load	MimicObservationChartevents.ndjson	500	0.65	765
load	MimicObservationChartevents.ndjson	500	0.63	797
load	MimicObservationChartevents.ndjson	500	0.63	799
load	MimicObservationChartevents.ndjson	500	0.68	734
load	MimicObservationChartevents.ndjson	500	0.73	689
load	MimicObservationChartevents.ndjson	500	0.64	784
load	MimicObservationChartevents.ndjson	500	0.63	795
load	MimicObservationChartevents.ndjson	500	0.74	672
load	MimicObservationChartevents.ndjson	500	0.68	737
load	MimicObservationChartevents.ndjson	500	0.66	753
load	MimicObservationChartevents.ndjson	500	0.78	639
load	MimicObservationChartevents.ndjson	500	0.68	737
load	MimicObservationChartevents.ndjson	500	0.72	698
load	MimicObservationChartevents.ndjson	500	0.66	763
load	MimicObservationChartevents.ndjson	500	0.71	704
load	MimicObservationChartevents.ndjson	500	0.72	698
load	MimicObservationChartevents.ndjson	500	0.71	707
load	MimicObservationChartevents.ndjson	500	0.65	765
load	MimicObservationChartevents.ndjson	500	0.72	693
load	MimicObservationChartevents.ndjson	500	0.68	741
load	MimicObservationChartevents.ndjson	500	0.69	725
load	MimicObservationChartevents.ndjson	500	0.67	742
load	MimicObservationChartevents.ndjson	500	0.65	775
load	MimicObservationChartevents.ndjson	500	0.68	733
load	MimicObservationChartevents.ndjson	500	0.71	708
load	MimicObservationChartevents.ndjson	500	0.63	799
load	MimicObservationChartevents.ndjson	500	0.68	734
load	MimicObservationChartevents.ndjson	500	0.72	697
load	MimicObservationChartevents.ndjson	500	0.66	753
load	MimicObservationChartevents.ndjson	500	0.64	779
load	MimicObservationChartevents.ndjson	500	0.73	687
load	MimicObservationChartevents.ndjson	500	0.66	755
load	MimicObservationChartevents.ndjson	500	0.65	767
load	MimicObservationChartevents.ndjson	500	0.74	676
load	MimicObservationChartevents.ndjson	500	0.68	741
load	MimicObservationChartevents.ndjson	500	0.71	699
load	MimicObservationChartevents.ndjson	500	0.98	511
load	MimicObservationChartevents.ndjson	500	0.91	550
load	MimicObservationChartevents.ndjson	500	0.94	531
load	MimicObservationChartevents.ndjson	500	1.02	491
load	MimicObservationChartevents.ndjson	500	1.00	499
load	MimicObservationChartevents.ndjson	500	0.71	707
load	MimicObservationChartevents.ndjson	500	0.82	611
load	MimicObservationChartevents.ndjson	500	0.95	525
load	MimicObservationChartevents.ndjson	500	0.98	509
load	MimicObservationChartevents.ndjson	500	0.94	531
load	MimicObservationChartevents.ndjson	500	0.93	535
load	MimicObservationChartevents.ndjson	500	0.93	539
load	MimicObservationChartevents.ndjson	500	0.70	710
load	MimicObservationChartevents.ndjson	500	0.97	516
load	MimicObservationChartevents.ndjson	500	0.96	520
load	MimicObservationChartevents.ndjson	500	0.94	531
load	MimicObservationChartevents.ndjson	500	1.00	498
load	MimicObservationChartevents.ndjson	500	0.97	513
load	MimicObservationChartevents.ndjson	500	0.93	539
load	MimicObservationChartevents.ndjson	500	0.67	744
load	MimicObservationChartevents.ndjson	500	0.92	545
load	MimicObservationChartevents.ndjson	500	0.95	527
load	MimicObservationChartevents.ndjson	500	0.93	540
load	MimicObservationChartevents.ndjson	500	0.88	568
load	MimicObservationChartevents.ndjson	500	0.82	608
load	MimicObservationChartevents.ndjson	500	1.40	358
load	MimicObservationChartevents.ndjson	500	1.69	296
load	MimicObservationChartevents.ndjson	500	1.39	359
load	MimicObservationChartevents.ndjson	500	1.28	389
load	MimicObservationChartevents.ndjson	500	1.13	441
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.99	507
load	MimicObservationChartevents.ndjson	500	1.04	483
load	MimicObservationChartevents.ndjson	500	1.14	441
load	MimicObservationChartevents.ndjson	500	1.04	483
load	MimicObservationChartevents.ndjson	500	1.19	419
load	MimicObservationChartevents.ndjson	500	1.02	489
load	MimicObservationChartevents.ndjson	500	0.97	513
load	MimicObservationChartevents.ndjson	500	1.03	484
load	MimicObservationChartevents.ndjson	500	0.96	518
load	MimicObservationChartevents.ndjson	500	0.96	519
load	MimicObservationChartevents.ndjson	500	0.73	683
load	MimicObservationChartevents.ndjson	500	0.74	678
load	MimicObservationChartevents.ndjson	500	0.89	562
load	MimicObservationChartevents.ndjson	500	0.68	736
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.89	564
load	MimicObservationChartevents.ndjson	500	0.75	667
load	MimicObservationChartevents.ndjson	500	0.95	527
load	MimicObservationChartevents.ndjson	500	0.97	517
load	MimicObservationChartevents.ndjson	500	1.00	501
load	MimicObservationChartevents.ndjson	500	1.02	492
load	MimicObservationChartevents.ndjson	500	0.97	515
load	MimicObservationChartevents.ndjson	500	0.99	505
load	MimicObservationChartevents.ndjson	500	0.68	733
load	MimicObservationChartevents.ndjson	500	0.72	697
load	MimicObservationChartevents.ndjson	500	0.63	797
load	MimicObservationChartevents.ndjson	500	0.70	710
load	MimicObservationChartevents.ndjson	500	0.66	760
load	MimicObservationChartevents.ndjson	500	0.64	784
load	MimicObservationChartevents.ndjson	500	0.70	714
load	MimicObservationChartevents.ndjson	500	0.65	772
load	MimicObservationChartevents.ndjson	500	0.67	742
load	MimicObservationChartevents.ndjson	500	0.66	754
load	MimicObservationChartevents.ndjson	500	0.63	792
load	MimicObservationChartevents.ndjson	500	0.65	768
load	MimicObservationChartevents.ndjson	500	0.68	736
load	MimicObservationChartevents.ndjson	500	0.64	779
load	MimicObservationChartevents.ndjson	500	0.68	732
load	MimicObservationChartevents.ndjson	500	0.66	762
load	MimicObservationChartevents.ndjson	500	0.61	814
load	MimicObservationChartevents.ndjson	500	0.69	723
load	MimicObservationChartevents.ndjson	500	0.66	763
load	MimicObservationChartevents.ndjson	500	0.64	785
load	MimicObservationChartevents.ndjson	500	0.71	706
load	MimicObservationChartevents.ndjson	500	0.64	781
load	MimicObservationChartevents.ndjson	500	0.67	751
load	MimicObservationChartevents.ndjson	500	0.65	773
load	MimicObservationChartevents.ndjson	500	0.68	737
load	MimicObservationChartevents.ndjson	500	0.74	679
load	MimicObservationChartevents.ndjson	500	0.64	779
load	MimicObservationChartevents.ndjson	500	0.66	753
load	MimicObservationChartevents.ndjson	500	0.74	678
load	MimicObservationChartevents.ndjson	500	0.63	791
load	MimicObservationChartevents.ndjson	500	0.66	760
load	MimicObservationChartevents.ndjson	500	0.74	676
load	MimicObservationChartevents.ndjson	500	0.61	814
load	MimicObservationChartevents.ndjson	500	0.65	765
load	MimicObservationChartevents.ndjson	500	0.92	542
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.94	531
load	MimicObservationChartevents.ndjson	500	0.97	513
load	MimicObservationChartevents.ndjson	500	0.98	509
load	MimicObservationChartevents.ndjson	500	0.72	693
load	MimicObservationChartevents.ndjson	500	0.81	620
load	MimicObservationChartevents.ndjson	500	0.95	525
load	MimicObservationChartevents.ndjson	500	0.97	515
load	MimicObservationChartevents.ndjson	500	0.92	544
load	MimicObservationChartevents.ndjson	500	0.98	511
load	MimicObservationChartevents.ndjson	500	0.84	598
load	MimicObservationChartevents.ndjson	500	0.71	704
load	MimicObservationChartevents.ndjson	500	0.90	557
load	MimicObservationChartevents.ndjson	500	0.91	549
load	MimicObservationChartevents.ndjson	500	0.72	693
load	MimicObservationChartevents.ndjson	500	0.88	571
load	MimicObservationChartevents.ndjson	500	0.95	526
load	MimicObservationChartevents.ndjson	500	0.94	529
load	MimicObservationChartevents.ndjson	500	0.90	556
load	MimicObservationChartevents.ndjson	500	0.70	716
load	MimicObservationChartevents.ndjson	500	0.79	631
load	MimicObservationChartevents.ndjson	500	0.90	556
load	MimicObservationChartevents.ndjson	500	0.93	535
load	MimicObservationChartevents.ndjson	500	0.90	554
load	MimicObservationChartevents.ndjson	500	0.67	747
load	MimicObservationChartevents.ndjson	500	0.92	542
load	MimicObservationChartevents.ndjson	500	0.65	769
load	MimicObservationChartevents.ndjson	500	0.76	661
load	MimicObservationChartevents.ndjson	500	0.94	532
load	MimicObservationChartevents.ndjson	500	0.98	511
load	MimicObservationChartevents.ndjson	500	0.91	552
load	MimicObservationChartevents.ndjson	500	0.68	739
load	MimicObservationChartevents.ndjson	500	0.91	548
load	MimicObservationChartevents.ndjson	500	0.80	628
load	MimicObservationChartevents.ndjson	500	0.75	669
load	MimicObservationChartevents.ndjson	500	0.85	590
load	MimicObservationChartevents.ndjson	500	0.76	656
load	MimicObservationChartevents.ndjson	500	0.95	525
load	MimicObservationChartevents.ndjson	500	0.97	518
load	MimicObservationChartevents.ndjson	500	0.93	538
load	MimicObservationChartevents.ndjson	500	0.91	550
load	MimicObservationChartevents.ndjson	500	0.90	557
load	MimicObservationChartevents.ndjson	500	0.62	801
load	MimicObservationChartevents.ndjson	500	0.66	761
load	MimicObservationChartevents.ndjson	500	0.65	774
load	MimicObservationChartevents.ndjson	500	0.67	751
load	MimicObservationChartevents.ndjson	500	0.67	751
load	MimicObservationChartevents.ndjson	500	0.66	753
load	MimicObservationChartevents.ndjson	500	0.67	750
load	MimicObservationChartevents.ndjson	500	0.69	726
load	MimicObservationChartevents.ndjson	500	0.69	719
load	MimicObservationChartevents.ndjson	500	0.65	775
load	MimicObservationChartevents.ndjson	500	0.63	789
load	MimicObservationChartevents.ndjson	500	0.64	776
load	MimicObservationChartevents.ndjson	500	0.62	804
load	MimicObservationChartevents.ndjson	500	0.64	781
load	MimicObservationChartevents.ndjson	500	0.70	716
load	MimicObservationChartevents.ndjson	500	0.65	767
load	MimicObservationChartevents.ndjson	500	0.63	799
load	MimicObservationChartevents.ndjson	500	0.71	703
